Feature,Importance
agency_final_Employee_s_State_Insurance_Company__ESIC_,0.0
agency_final_GAIL,0.0
agency_final_GAIL_Gas,0.0
agency_final_GM_C__NFR,0.0
agency_final_Gas_Authority_of_India_Limited__GAIL_,0.0
agency_final_Gujarat,0.0
agency_final_Gujarat_Metro_Rail_Corporation_Limited__GMRCL_,0.0
agency_final_Gurugram_Metro_Rail_Limited__GMRL_,0.0
agency_final_HITES,0.0
agency_final_HPCL,0.0
agency_final_Haldia_Dock_Complex__Syama_Prasad_Mookerjee_Port_Authority,0.0
agency_final_Hindustan_Copper_Limited__HCL_,0.0
agency_final_Hindustan_Petroleum_Corporation_Limited__HPCL_,0.0
agency_final_IISC_Bangalore,0.0
agency_final_INDIAN_INSTITUTE_OF_TECHNOLOGY_PALAKKAD,0.0
agency_final_IOCL,0.0
agency_final_Indian_Institute_of_Management__Jammu,0.0
agency_final_Indian_Institute_of_Management__Sirmaur,0.0
agency_final_Indian_Institute_of_Technology__Bhilai,0.0
agency_final_Indian_Institute_of_Technology__Bombay,0.0
agency_final_Indian_Institute_of_Technology__Hyderabad,0.0
agency_final_Indian_Institute_of_Technology__Indore,0.0
agency_final_Indian_Institute_of_Technology__Kharagpur,0.0
agency_final_Indian_Institute_of_Technology__Mandi,0.0
agency_final_Indian_Institutes_of_Science_Education_and_Research__Behrampur,0.0
agency_final_Indian_Oil_Corporation_Limited__IOCL_,0.0
agency_final_Indian_Port_Rail___Ropeway_Corporation_Ltd___IPRCL_,0.0
agency_final_Indian_Railway,0.0
agency_final_Indian_intitue_of_Management__Amritsar,0.0
agency_final_Inland_Waterways_Authority_of_India__IWAI_,0.0
agency_final_Irrigation___Water_Resources_UP,0.0
agency_final_Irrigation_and_CAD_TG,0.0
agency_final_Irrigation_UK,0.0
agency_final_KMDA,0.0
agency_final_Karnataka_Rail_Infrastructure_Development_Company_Limited__K_RIDE_,0.0
agency_final_M_S_SRC_company_Infra_Private_Limited,0.0
agency_final_MCL___CIL,0.0
agency_final_MIS_MoCoal_Integration_Logins,0.0
agency_final_MRIDC,0.0
agency_final_MRTP,0.0
agency_final_Madhya_Pradesh_Metro_Rail_Co_Limited__MPMRCL_,0.0
agency_final_Mahanadi_Coalfields_Limited__MCL_,0.0
agency_final_Maharashtra_Metro_Rail_Corporation_Limited__MMRCL_,0.0
agency_final_Mangalore_Refinary_and_Petrochemicals_Limited,0.0
agency_final_Medical_Education__Ministry_of_Health_and_Family_Welfare,0.0
agency_final_Metro_Railway__Kolkata,0.0
agency_final_Ministry_of_Education,0.0
agency_final_Ministry_of_Health___Family_Welfare,0.0
agency_final_Ministry_of_Housing___Urban_Affairs,0.0
agency_final_Ministry_of_Mines,0.0
agency_final_Ministry_of_Petroleum_and_Natural_Gas,0.0
agency_final_Ministry_of_Railways,0.0
agency_final_Mumbai_Metro_Rail_Corporation_Limited__MMRC_,0.0
agency_final_Mumbai_Port_Trust__MPT_,0.0
agency_final_Mumbai_Rail_Vikas_Corporation_Ltd__MRVC_,0.0
agency_final_NALCO,0.0
agency_final_NCR,0.0
agency_final_NER,0.0
agency_final_NFR,0.0
agency_final_NIT_Mizoram,0.0
agency_final_NIT_Nagaland,0.0
agency_final_NIT_Patna,0.0
agency_final_NIT_Rourkela,0.0
agency_final_NIT_Sikkim,0.0
agency_final_NLC_India_Limited__NLCIL_,0.0
agency_final_NMDC,0.0
agency_final_NR,0.0
agency_final_NRL,0.0
agency_final_NTPC,0.0
agency_final_NWR,0.0
agency_final_Narmada_and_Water_Resources__Water_Supply_and_Kalpsar_Department_GJ,0.0
agency_final_National_Aluminium_Company_Limited__NALCO_,0.0
agency_final_National_Buildings_Construction_Corporation__NBCC_,0.0
agency_final_National_Capital_Region_Transport_Corporation__NCRTC_,0.0
agency_final_National_Communication_Academy___Finance__Erstwhile_NICF_,0.0
agency_final_National_High_Speed_Rail_Corporation__NHSRC_,0.0
agency_final_National_Highways___Infrastructure_Development_Corporation_Ltd___NHIDCL_,0.0
agency_final_National_Hydroelectric_Power_Corporation_Limited__NHPC_,0.0
agency_final_National_Hydroelectric_Power_Corporation_Limited__NHPC__1,0.0
agency_final_National_Industrial_Corridor_Development_Corporation,0.0
agency_final_National_Institute_of_Technology_Delhi,0.0
agency_final_National_Institute_of_Technology_Uttarakhand,0.0
agency_final_National_Institute_of_Technology__Arunachal_Pradesh,0.0
agency_final_National_Institute_of_Technology__Meghalaya,0.0
agency_final_National_Institute_of_Technology__Puducherry,0.0
agency_final_National_Mineral_Development_Corporation_Limited__NMDC_,0.0
agency_final_New_Mangalore_Port_Authority,0.0
agency_final_North_Central_Railway,0.0
agency_final_North_Central_Railway__NCR____II,0.0
agency_final_North_Eastern_Electric_Power_Corporation_Limited,0.0
agency_final_North_Eastern_Railway__NER____II,0.0
agency_final_North_Eastern_Railway__NER_,0.0
agency_final_Northeast_Frontier_Railway__NFR____II,0.0
agency_final_Northeast_Frontier_Railway__NFR_,0.0
agency_final_Northen_Railway__NR_,0.0
agency_final_Northern_Coalfields_Limited__NCL_,0.0
agency_final_Northern_Railways,0.0
agency_final_OIL,0.0
agency_final_ONGC,0.0
agency_final_PCE_NCR,0.0
agency_final_PCE_WR,0.0
agency_final_PMSSY_AND_Institute_of_NATIONAL_Importance,0.0
agency_final_Paradip_Port_Trust__PPT_,0.0
agency_final_Patna_Metro_Rail_Corporation_Ltd___PMRCL_,0.0
agency_final_RCIL,0.0
agency_final_RITES_OF_HIGHER,0.0
agency_final_RVNL,0.0
agency_final_RVNL___I,0.0
agency_final_Rail_Land_Development_Authority,0.0
agency_final_Rail_Vikas_Nigam_Limited,0.0
agency_final_Railway,0.0
agency_final_Reliance_Industries_Ltd,0.0
agency_final_SECL___CIL,0.0
agency_final_SECR,0.0
agency_final_SJVN,0.0
agency_final_SR,0.0
agency_final_SR_ERS,0.0
agency_final_SWR,0.0
agency_final_Satluj_Jal_Vidyut_Nigam__SJVN__Thermal_Limited,0.0
agency_final_Sikkim_University,0.0
agency_final_Singareni_Collieries_Company_Limited__SCCL_,0.0
agency_final_Smart_City_Mission,0.0
agency_final_South_Central_Railway__SCR____I,0.0
agency_final_South_Central_Railway__SCR____II,0.0
agency_final_South_East_Central_Railway,0.0
agency_final_South_East_Central_Railway__SECR____II,0.0
